idx,words,lid
126,"['@alexandrarosado' 'era' 'un' 'chistesito' 'obviamente' 'leer' 'no' 'es'
 'una' 'obsción' '...']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
127,['@christ1226' 'es' 'esta' 'semana' 'o' 'la' 'que' 'viene' '?'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
128,['@pmva95' 'eso' 'no' 'hace' 'sentido'],['other' 'lang2' 'lang2' 'lang2' 'lang2']
129,"['""' '@PattyB_14' ':' 'Alguien' 'hizo' 'las' 'preguntas' 'de' 'español'
 '?' '😩' '""' 'ja' '!' 'nop']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other' 'other' 'lang2' 'other' 'lang2']"
130,"['@alexandrarosado' 'yo' 'la' 'tengo' 'a' 'ultima' 'JA' '..' 'envdd'
 'estoy' 'dependiendo' 'en' 'que' 'me' 'dejen' 'faltar' 'yo' 'no' 'he'
 'hecho' 'nada' 'de' 'nada']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
131,['@paolancc4' 'ya' 'yo' 'pregunte' 'jajaj'],['other' 'lang2' 'lang2' 'lang2' 'lang2']
132,['@PattyB_14' 'tu' 'ya' 'la' 'hiciste' '?'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
133,"['@PattyB_14' 'pffftt' 'JA' '!' 'yo' 'no' 'he' 'llegado' 'a' 'mi' 'casa'
 ':/' 'y' 'son' 'un' 'cojon' 'de' 'ejercisios']","['other' 'unk' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
134,"['@paolancc4' '@sarah6sofia9' 'del' 'papel' 'ese' 'mañana' 'lo' 'hacemos'
 'en' 'clase' 'y' 'igual' 'cn' 'el' 'de' 'apush']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1']"
135,['@PattyB_14' 'JAJAJAJJ'],['other' 'lang2']
136,['@mememecaigo' '@isatpc' 'JA' 'ese' 'examen' 'fue' 'un' 'chiste' '!'],['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
137,['@mememecaigo' 'que' 'si' 'que' '!'],['other' 'lang2' 'lang2' 'lang2' 'other']
138,['explicando' 'todo' 'con' 'metáforas' '...'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
139,['@esangiecarajo' 'exacto' 'jajajaa'],['other' 'lang2' 'lang2']
140,"['tengo' 'mil' 'cosas' 'para' 'adelantar' 'y' 'no' 'tengo' 'tiempo' 'para'
 ""hacerlas:'(""]","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']"
141,['@PattyB_14' '@mememecaigo' 'todos' 'ayer' 'JAJAJA'],['other' 'other' 'lang2' 'lang2' 'lang2']
142,['@esangiecarajo' 'porquee' '?'],['other' 'lang2' 'other']
143,['@mememecaigo' 'de' 'luto' 'por' 'hoy' '..' '#todossomosmartirio'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2']
144,['@esangiecarajo' 'tiene' 'un' 'valentine' 'y' 'no' 'soy' 'yo' ':/' 'JA'],"['other' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2']"
145,['@mememecaigo' 'siempre'],['other' 'lang2']
146,['no' 'quiero' 'saber' 'mas' 'de' 'azucar' 'por' 'un' 'rato' '...'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']"
147,['@esangiecarajo' 'yo' '!'],['other' 'lang2' 'other']
148,['no' 'se' 'que' 'sentir' '...'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
149,['@yandiaflandia' 'en' 'serio' '!' 'tengo' 'una' 'migraña' '!'],['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other']
150,['este' 'dolor' 'de' 'cabeza' 'no' 'me' 'deja' 'estudiar' '...'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
151,['No' 'puede' 'ser' ':D'],['lang2' 'lang2' 'lang2' 'other']
152,"['@christ1226' '@esangiecarajo' 'quien' 'te' 'crees' 'tu' '!' 'mandandola'
 'a' 'callar' '!' 'a' 'que' 'te' 'palto' '!']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
153,"['@esangiecarajo' 'lo' 'sigo' 'leyendo' 'y' 'me' 'meo' 'de' 'la' 'risa'
 '!']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
154,['@esangiecarajo' 'tu' 'foto' 'me' 'hiso' 'el' 'dia' '!' 'jajaja'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2']
155,['una' 'flor' 'de' 'papel' '..' 'JA' '!'],['lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other']
156,"['todos' 'los' 'dias' 'es' 'lo' 'mismo' '...' 'se' 'que' 'te' 'tengo'
 'que' 'prestar' 'atención' ',' 'pero' 'no' 'ya' 'esto' 'se' 'acabo' 'no'
 'quiero' 'más' 'de' 'ti' '.' '*' 'dialogo' 'con' 'mis' 'libros' '*']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
157,['@LoubrielClaudia' 'jajajajajja'],['other' 'lang2']
158,['@vivivazq' '@adrianadanner' 'jajajajajaj' 'infieres' 'bien' '...'],['other' 'other' 'lang2' 'lang2' 'lang2' 'other']
159,"['@vivivazq' '@adrianadanner' 'jajajaja' 'pero' 'a' 'ella' 'le' 'quedo'
 'esa' 'charreria' '...']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
160,"['yo' 'no' 'estoy' 'mentalmente' 'preparada' 'para' 'decir' 'donde' 'voy'
 'a' 'estudiar' 'y' 'vivir' 'por' 'cuatro' 'años' 'de' 'mi' 'vida']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']"
161,['en' '3' 'meses' '...'],['lang2' 'other' 'lang2' 'other']
162,"['""' '@mayarodriguez96' ':' '@arianaasalgado' 'no' 'tengo' 'con' 'quien'
 'salir' 'mojona' 'jajajajaja' '""' 'por' 'esa' 'misma' 'hosyilidad' 'no'
 'tienes' 'con' 'quien' 'salir' '...' 'jajaja']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2']"
163,['@mayarodriguez96' 'jajajajaj'],['other' 'lang2']
164,['@mayarodriguez96' 'vaga' 'tu' 'tienes' 'carro' '...' 'jajaja'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2']
165,['baño' 'frío' 'ahora' 'mismo' '>>'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
166,"['""' '@NEWdanicsierra' ':' '@vickybichawang' 'el' 'día' 'que' 'entienda'
 'tus' 'tiraeras' 'sería' 'un' 'día' 'productivo' '""' 'jajajaja' 'yo'
 'tambien' 'quisiera' 'saber' 'de' 'que' 'hablas']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
167,"['@esangiecarajo' 'jajajajaja' 'no' 'fue' 'el' 'unico' 'que' 'me' 'lo'
 'menciono' '...' 'es' 'como' 'que' 'ohh' 'gracias' 'no' 'estaba'
 'conciente' 'tu' 'sabes' 'porque' 'no' 'tengo' 'espejos' '.']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
168,"['@natl8' 'tiene' 'poderes' ',' 'te' 'lo' 'juro' '...']",['other' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other']
169,['hoy' 'vi' 'a' 'mi' 'nuevo' 'amor' 'platonico' '..'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
170,['me' 'contaron' 'cosas' 'que' 'no' 'supero' '...'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
171,['odio' 'el' 'proceso' 'de' 'preparación'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2']
172,"['ya' 'llegue' 'al' 'punto' 'de' 'que' 'ni' 'tengo' 'que' 'preguntar'
 '...']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
173,"['@PattyB_14' 'para' 'donde' 'tu' 'vayas' 'hun' '!' 'jaja' 'no' 'se' '..'
 'para' 'donde' 'vamos' '?']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other']"
174,['¿' 'qué' 'comer' '?'],['other' 'lang2' 'lang2' 'other']
175,"['""' 'Picheale' 'al' 'gym' ',' 'comete' 'un' 'mantecado' '...' '""']","['other' 'lang2' 'lang2' 'ambiguous' 'other' 'lang2' 'lang2' 'lang2'
 'other' 'other']"
176,"['""' '@mememecaigo' ':' '@arianaasalgado' 'todavia' 'estas' 'picá' '""'
 'bien' 'cabron' '!']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'other']"
177,"['me' 'entere' 'que' 'hay' 'tipo' 'ahi' 'que' 'se' 'copio' 'de' 'mi' 'avi'
 '..' ':o' 'que' 'se' 'cree' '?']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other']"
178,['despues' 'de' 'ayer' 'le' 'cogí' 'cosa' 'a' 'los' 'guineos'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
179,"['me' 'quede' 'dormida' 'ayer' 'no' 'comi' 'ni' 'estudie' '...'
 'levantarme' 'hoy' 'no' 'vale' 'la' 'pena']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
180,"['""' '@aleeisaabeel' ':' 'Bueno' 'gracias' 'al' 'guineo' 'de' 'ayer' 'no'
 'tengo' 'falda' 'para' 'la' 'escuela' '😊' '""' 'yo' 'no' 'tengo' 'camisa'
 'limpia' '...' 'jajaja']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2']"
181,['@esangiecarajo' 'contestame' '!'],['other' 'lang2' 'other']
182,"['@p_cabrero' 'jaajaja' 'en' 'serio' '?' 'yo' 'ahi' 'siempre' 'diciendo'
 'el' 'nombre' 'mal' ':/']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other']"
183,"['@esangiecarajo' 'vamos' 'a' 'pichar' 'y' 'a' 'irnos' 'a' 'desayunar'
 '!!']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']"
184,['@mememecaigo' 'que' 'paso' '?'],['other' 'lang2' 'lang2' 'other']
185,['@natigvila' 'me' 'maltrato' 'con' 'un' 'guineo' '-.-'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
186,['tengo' 'el' 'labio' 'y' 'mitad' 'de' 'la' 'cara' 'roja' '...'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other']"
187,"['Mi' 'clase' 'senior' 'es' 'especial' '...' 'tirando' 'guineos' 'al'
 'abanico' 'para' 'ver' 'que' 'pasa' '!' 'Resultado' 'explota' 'y' 'me'
 'da' 'en' 'la' 'cara' ':/']","['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
188,['GUINEO-FETA' '...' 'JAJAJAJA' 'me' 'duele' 'cc'],['lang2' 'other' 'lang2' 'lang2' 'lang2' 'unk']
189,['Me' 'metieron' 'con' 'un' 'guineo' 'en' 'la' 'cara' '!' 'JAJAJAJJAJ'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2']"
190,"['""' '@mememecaigo' ':' '@arianaasalgado' 'pobre' 'de' 'ti' '""' 'por'
 'que' '?']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'other']"
191,['@quinti14' 'ANDAAA'],['other' 'lang2']
192,"['@vivivazq' 'trae' 'el' 'pintaña' 'y' 'yo' 'te' 'las' 'pinto' '...' 'uno'
 'lindo' 'porque' 'yo' 'tambien' 'me' 'las' 'quiero' 'pintar' 'jajaja']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']"
193,"['""' 'vamos' 'a' 'faltarnos' 'el' 'respeto' 'usando' 'el' 'alfabeto'
 'completo' '..' '""']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other']"
194,"['@saocopapi' 'ohhh' 'ya' 'veo' '..' 'no' 'entiendo' 'lo' 'que' 'occurre'
 'todavia' 'jajaajaj']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2']"
195,['@saocopapi' 'pregunta' 'pendejisima' 'pero' '..' 'todo' 'bien' '?'],['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other']
196,['@esangiecarajo' 'no' '.' 'y' 'no'],['other' 'lang2' 'other' 'lang2' 'lang2']
197,['@esangiecarajo' 'no' 'me' 'dejes' 'sola' '-.-'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
198,['con' 'las' 'ganas' 'de' 'viajar'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2']
199,['llegue' 'a' 'un' 'nivel' 'nuevo' 'de' 'procrastinacion' '...'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
200,['@mememecaigo' 'JAJAJAJAJAJAJA'],['other' 'lang2']
201,"['@mememecaigo' 'yo' 'tambien' 'le' 'textie' 'y' 'me' 'respondio' 'super'
 'bella' '!']","['other' 'lang2' 'lang2' 'lang2' 'mixed' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
202,"['""' 'eres' 'de' 'lata' ',' 'pero' 'te' 'amo' 'como' 'si' 'fueses' 'de'
 'oro' '""' '-' '@mememecaigo']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']"
203,['las' 'canciones' 'que' 'nos' 'enseña' '@mememecaigo'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
204,['@christ1226' 'jajaj' 'no' 'eres' 'tu' 'el' 'unico' '-.-'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
205,['amo' 'cuando' 'me' 'picheas' ':)'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
206,"['No' 'me' 'regaño' 'por' 'estar' 'quemada' 'porque' 'esta' 'feliz' 'yayy'
 '!']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'unk' 'other']"
207,['¿' 'tengo' 'que' 'ir' '?'],['other' 'lang2' 'lang2' 'lang2' 'other']
208,"['@claudia_bea103' 'casi' 'todo' 'el' 'dia' 'pq' 'paraba' 'y' 'no' 'hacia'
 'nada' 'por' 'pal' 'de' 'tiempo' '..' 'pero' 'despues' 'que' 'tuve' 'las'
 '5' 'me' 'tomo' 'como' '1' 'hora' 'en' 'escribir']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2']"
209,"['los' 'broncos' 'estan' 'arrebatados' 'por' 'eso' 'le' 'estan' 'dando'
 'una' 'pela' '-.-']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
210,['que' 'bello'],['lang2' 'lang2']
211,['otro' 'más' '-.-'],['lang2' 'lang2' 'other']
212,['Espero' 'que' 'dias' 'como' 'este' 'se' 'repitan'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
213,['que' 'hambre' 'tengo' '...'],['lang2' 'lang2' 'lang2' 'other']
214,['faltabas' 'tu'],['lang2' 'lang2']
215,['que' 'dia' 'más' 'rico' '...'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
216,['@claudia_bea103' 'JA' '!' 'yo' 'solo' 'hise' 'la' 'mono'],['other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']
217,['@claudia_bea103' 'yo' 'solo' 'tenia' 'español' 'y' 'tu' '?'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
218,['@PMGA_' 'lo' 'termine' 'ayer'],['other' 'lang2' 'lang2' 'lang2']
219,['se' 'siente' 'tan' 'rico' 'no' 'tener' 'que' 'hacer' 'nada' 'hoy'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']"
220,['@zapi_z' 'oka'],['other' 'lang1']
221,['deseo' 'vivir' 'aqui'],['lang2' 'lang2' 'lang2']
222,['ahora' '?'],['lang2' 'other']
223,['saber' 'lo' 'que' 'estoy' 'buscando' 'y' 'que' 'no' 'lo' 'tengan' '-.-'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
224,"['hay' 'momentos' 'que' 'adoro' 'a' 'mi' 'sis' 'y' 'en' 'momentos' 'la'
 'quiero' 'matar' '...']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
225,['@gabicampa888' 'no' 'se'],['other' 'lang2' 'lang2']
226,"['quiero' 'salir' ',' 'pero' 'no' 'quiero' 'salir' '...' 'me' 'entiendes'
 '?' 'odio' 'estar' 'en' 'estas']","['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2']"
227,"['@esangiecarajo' 'JAJAJA' 'en' 'serio' '...' 'no' 'creo' 'que' 'alguien'
 'pueda' 'ser' 'tan' 'directo' '...']","['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
228,"['él' 'si' 'sabe' 'lo' 'que' 'es' '""' 'hablar' 'claro' '""' '...'
 '@esangiecarajo']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'other' 'other' 'other']"
229,['no' 'puedo' 'creerlo' '...'],['lang2' 'lang2' 'lang2' 'other']
230,['voy' 'a' 'salir' 'llorando' 'de' 'ese' 'examen' '...'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
231,['@mememecaigo' 'no' 'se' 'dice' 'asi' '?' 'JAJAJAJAJAA' 'dejame' '!'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other']
232,"['""' '@vivivazq' ':' '@arianaasalgado' 'no' 'comprendo' 'porque' 'se'
 'rien' 'deverdad' '😂😂😂' '""' 'yo' 'tampoco' 'entiendo' '..' 'eres'
 'comediante' 'en' 'sus' 'ojos' 'o' 'algo' 'jajaj']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
233,"['quieres' 'hacer' 'a' '@mememecaigo' 'feliz' 'solo' 'hablale' 'de'
 'penes' 'flacidos' 'y' 'estas' 'en' 'ley' '!' "":')"" 'JAJAJAJ' 'ME' 'MEO']","['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2'
 'lang2']"
234,"['todas' 'en' 'metal' 'se' 'rien' 'de' 'los' 'chistes' 'de' '@vivivazq'
 'y' 'su' 'ego' 'aumenta' 'más' 'y' 'más' '!' 'jajajajaa']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2']"
235,"['""' '@mememecaigo' ':' 'oka' 'correcion' ':' 'La' 'Estudiante' 'Senior'
 'Con' 'El' 'Lenguaje' 'Mas' 'Sucio' ',' 'Puñeta' '""' 'JAJAJAAJ' 'AMEN'
 '.' 'CARAJO' '!']","['other' 'other' 'other' 'lang1' 'lang2' 'other' 'lang2' 'lang2' 'lang1'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'other' 'lang2'
 'lang2' 'other' 'lang2' 'other']"
236,"['me' 'gusta' 'como' 'sale' 'el' 'iconsito' 'de' 'cuando' 'tienes' 'un'
 'DM']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'mixed' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1']"
237,['@mayarodriguez96' '@gabacristina' 'jajajajaja' 'cruel' '.'],['other' 'other' 'lang2' 'lang2' 'other']
238,"['""' 'Ella' 'no' 'entiende' 'que' 'su' 'problema' 'es' 'su' 'cara' '""'
 '#haltadeodio' '@PMGA_']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other' 'lang2' 'other']"
239,"['@DanielaMuns' '@mayri_8' 'yo' 'super' 'brinca' 'verja' 'aqui' '..'
 'pero' 'si' 'eso' 'todo' 'es' 'parte' 'de' 'los' 'requisistos' '...' 'el'
 'gpa' 'no' 'es' 'lo' 'unico' 'jajaja']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2']"
240,['@fabsmarie2014' 'JAJAJA' 'beeeeaaappp' '...'],['other' 'lang2' 'unk' 'other']
241,"['""' '@colon_andre' ':' 'Por' 'qué' 'estudian' 'de' 'historia' 'si' 'no'
 'cuenta' 'pa' ""'"" 'un' 'carajo' '?' '""' 'AMEN' '.']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'other'
 'ambiguous' 'other']"
242,"['de' 'cado' '10' 'intentos' ',' 'subo' '1' 'punto' '...']",['lang2' 'lang2' 'other' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'other']
243,['@esangiecarajo' 'llegue' 'al' '3' '...' 'poco' 'a' 'poco'],['other' 'lang2' 'lang2' 'other' 'other' 'lang2' 'lang2' 'lang2']
244,['soy' 'un' 'fracaso' '!' 'horas' 'y' 'sigo' 'en' 'el' '2' '-.-'],"['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'other']"
245,"['el' 'segundo' 'tubo' 'me' 'quiere' 'no' 'paso' 'de' 'ese' '!' 'ñeta'
 '-.-']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'lang2' 'other']"
246,['que' 'frustración' 'este' 'juego' '!'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
247,"['no' 'quiero' ',' 'no' 'quiero' ',' 'no' 'quiero']",['lang2' 'lang2' 'other' 'lang2' 'lang2' 'other' 'lang2' 'lang2']
248,['anda' 'pal' 'carajo' 'esa' 'parte' '!' ':O' 'musicasam' '!'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang1' 'other']
249,['@sarah6sofia9' 'como' 'lo' 'lees' '!' 'jajaja'],['other' 'lang2' 'lang2' 'lang2' 'other' 'lang2']
250,"['""' 'Nadie' 'tiene' 'como' 'ocho' 'voces' '!' '""' 'JAJAJJA' 'ME' 'MUERO']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'lang2'
 'lang2' 'lang2']"
